"country","asin","sales_rank","daily_units","price","stars","reviews","insert_date","rank_small"
"美国","B01M29YGXX","4668","5","42.99","4.4","134","2019-12-01","142"
"美国","B077ZRP3XX","217","40","29.99","4.3","369","2019-12-01","10"
"美国","B07QBPSQXX","31251","2","43.99","4.9","23","2019-12-01","49"
"美国","B07QBPTNXX","27081","3","41.99","4.9","23","2019-12-01","43"
"美国","B07QLPG6XX","189002","1","45.99","4.5","25","2019-12-01","222"
"美国","B07QPR1PXX","73212","2","42.99","4.5","25","2019-12-01","101"
"美国","B07QLPG8XX","26719","4","34.99","4.5","25","2019-12-01","42"
"美国","B07S16PZXX","283755","0","-1","4.8","17","2019-12-01","874"
"美国","B07S291NXX","184706","0","10.99","4.8","17","2019-12-01","578"
"美国","B07S4HN2XX","163599","0","14.59","5.0","2","2019-12-01","-1"
"美国","B07QW51WXX","140972","0","15.99","4.2","12","2019-12-01","-1"
"美国","B07QZBDQXX","196813","0","15.99","4.2","12","2019-12-01","-1"
"美国","B07TB3QWXX","191033","0","27.99","4.3","3","2019-12-01","-1"
"美国","B07TB311XX","214899","0","27.99","4.3","3","2019-12-01","-1"
"美国","B07QV4QTXX","209496","0","14.99","3.7","21","2019-12-01","5291"
"美国","B07R1HZVXX","138439","0","14.99","3.7","21","2019-12-01","3524"
"美国","B07QV4S8XX","90396","0","14.99","3.7","21","2019-12-01","2214"
"美国","B07QY6R8XX","135136","0","14.99","3.7","21","2019-12-01","3432"
"美国","B07R2KP9XX","229255","0","14.99","3.7","21","2019-12-01","5713"
"美国","B07QFR2XXX","5617","5","20.99","4.9","19","2019-12-01","45"
"日本","B07R8XZPXX","38723","-1","3080.0","4.5","8","2019-12-01","501"
"日本","B07R5RLPXX","22126","-1","2680.0","4.5","8","2019-12-01","280"
"日本","B07VNCB3XX","891","-1","2480.0","4.5","8","2019-12-01","10"
"日本","B07VPBDCXX","-1","-1","6680.0","4.5","8","2019-12-01","-1"
"日本","B07RB45KXX","88969","-1","3080.0","4.5","8","2019-12-01","1270"
"日本","B07RB45XXX","82505","-1","3080.0","4.5","8","2019-12-01","1159"
"加拿大","B078NT86XX","174","90","39.99","4.1","37","2019-12-01","13"
"加拿大","B078NTCXXX","13192","1","-1","4.1","37","2019-12-01","335"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-01","-1"
"美国","B07FNMKFXX","95679","0","-1","4.1","4","2019-12-01","-1"
"美国","B07FNPP7XX","25515","0","38.99","4.2","14","2019-12-01","590"
"美国","B07FNP5XXX","11567","0","33.99","4.2","14","2019-12-01","296"
"美国","B07DJ3B1XX","49462","0","-1","4.7","85","2019-12-01","1027"
"美国","B07DJ32VXX","2067","6","45.99","4.3","369","2019-12-01","70"
"美国","B07TYV11XX","14421","1","46.99","4.7","85","2019-12-01","366"
"美国","B07TSH3BXX","6054","6","43.99","4.7","85","2019-12-01","174"
"美国","B07VMXD6XX","13058","1","29.99","4.3","369","2019-12-01","332"
"美国","B07PSGNTXX","1709","6","29.99","4.3","369","2019-12-01","61"
"美国","B07DJ4ZGXX","907","15","35.99","4.3","369","2019-12-01","39"
"美国","B07DJ429XX","672","19","35.99","4.3","369","2019-12-01","25"
"美国","B07Y4ZTBXX","1161","10","35.99","4.3","369","2019-12-01","49"
"美国","B07DJ3WCXX","533","28","36.99","4.3","369","2019-12-01","22"
"美国","B078NVL7XX","341","30","32.99","4.3","369","2019-12-01","17"
"美国","B07KF8L7XX","524","28","32.99","4.3","369","2019-12-01","15"
"美国","B077ZRP3XX","217","40","29.99","4.3","369","2019-12-01","10"
"日本","B07X9LFKXX","11798","-1","4280.0","4.2","5","2019-12-01","141"
"日本","B07XCMZ1XX","1866","-1","3580.0","4.2","5","2019-12-01","19"
"日本","B07D8RK7XX","13437","-1","-1","3.9","32","2019-12-01","18"
"加拿大","B072XDH9XX","13040","1","-1","3.5","20","2019-12-01","37"
"加拿大","B072LW84XX","240","41","109.99","4.3","33","2019-12-01","1"
"加拿大","B072PRCLXX","12045","1","-1","2.5","20","2019-12-01","33"
"加拿大","B074M715XX","14942","1","-1","4.2","127","2019-12-01","375"
"加拿大","B074M766XX","423","17","45.99","4.2","127","2019-12-01","26"
"加拿大","B074M6KGXX","544","22","39.99","4.2","127","2019-12-01","35"
"加拿大","B072LW5WXX","14067","1","-1","3.9","16","2019-12-01","356"
"加拿大","B072J9CLXX","11542","1","-1","3.8","31","2019-12-01","303"
"加拿大","B072FPR1XX","13225","1","-1","4.1","16","2019-12-01","336"
"加拿大","B07175FDXX","14868","1","-1","4.0","6","2019-12-01","374"
"美国","B07PPGQZXX","29530","0","93.49","4.1","43","2019-12-01","516"
"美国","B07PN9S8XX","10948","1","84.99","4.1","43","2019-12-01","232"
"美国","B07PQLD9XX","4582","3","80.74","4.1","43","2019-12-01","123"
"美国","B07PRL2MXX","11754","3","67.99","4.1","43","2019-12-01","239"
"美国","B07TS5LSXX","5628","2","67.99","4.1","43","2019-12-01","150"
"美国","B071FH4HXX","1539","11","59.49","4.1","43","2019-12-01","48"
"美国","B07WMMMDXX","72816","0","-1","4.2","46","2019-12-01","375"
"美国","B07WNT69XX","37524","0","49.99","3.1","6","2019-12-01","633"
"美国","B07WJYSSXX","2133","9","65.99","4.2","46","2019-12-01","18"
"美国","B07WYXSMXX","20863","1","59.99","4.2","46","2019-12-01","362"
"日本","B07R7PRDXX","3576","-1","7999.0","3.7","4","2019-12-01","15"
"日本","B07R9XMRXX","6171","-1","7999.0","4.0","6","2019-12-01","31"
"日本","B07WCSYQXX","14432","-1","-1","1.0","3","2019-12-01","71"
"日本","B07R8TS8XX","14271","-1","6299.0","2.0","1","2019-12-01","56"
"加拿大","B071NTQRXX","10052","1","-1","3.7","119","2019-12-01","29"
"加拿大","B071L7RYXX","12235","1","-1","3.7","119","2019-12-01","34"
"加拿大","B0748DQ4XX","3884","4","-1","3.7","119","2019-12-01","10"
"加拿大","B07HSTK9XX","17183","1","-1","3.9","146","2019-12-01","424"
"加拿大","B071RZWGXX","18933","0","-1","3.9","146","2019-12-01","456"
"加拿大","B071S19TXX","16726","1","-1","3.9","146","2019-12-01","416"
"加拿大","B072BP12XX","338","32","37.99","3.9","146","2019-12-01","21"
"美国","B07JXYLXXX","2809","4","65.99","4.2","24","2019-12-01","82"
"美国","B07JD8ZHXX","81575","0","-1","3.8","22","2019-12-01","296"
"美国","B07HNJZDXX","64929","0","-1","3.9","63","2019-12-01","341"
"美国","B07JW2WSXX","75854","0","-1","3.9","63","2019-12-01","390"
"美国","B07J4S5DXX","16957","0","45.99","4.7","31","2019-12-01","419"
"美国","B07JXYSLXX","76214","0","-1","4.5","30","2019-12-01","1428"
"美国","B07PX249XX","82378","0","29.99","4.7","22","2019-12-01","288"
"美国","B07NRMHCXX","57305","0","16.99","4.7","22","2019-12-01","204"
"美国","B07Q2BHCXX","10378","0","9.99","4.7","22","2019-12-01","67"
"美国","B07NRMHVXX","4978","2","6.99","4.7","22","2019-12-01","31"
"美国","B07JPL8HXX","91300","0","-1","3.9","63","2019-12-01","-1"
"美国","B07JNVGFXX","81442","0","-1","3.9","63","2019-12-01","410"
"美国","B075M4S2XX","8085","1","40.99","4.4","140","2019-12-01","226"
"美国","B075M1F4XX","1050","6","28.99","4.4","140","2019-12-01","44"
"美国","B07G72ZBXX","72494","0","-1","3.6","22","2019-12-01","1374"
"美国","B06ZZRQKXX","2928","5","26.99","3.7","125","2019-12-01","91"
"美国","B06ZZRQLXX","3913","4","25.99","3.7","125","2019-12-01","124"
"日本","B01MXRYKXX","15917","-1","-1","4.1","47","2019-12-01","196"
"日本","B01M3V7XXX","300","-1","2399.0","4.1","47","2019-12-01","2"
"加拿大","B019R84IXX","296","28","95.99","3.3","33","2019-12-01","2"
"加拿大","B06XGYNVXX","10003","1","-1","4.1","706","2019-12-01","285"
"加拿大","B06VTR57XX","334","18","54.99","4.1","705","2019-12-01","20"
"加拿大","B01M8M3EXX","13239","1","-1","4.1","705","2019-12-01","338"
"加拿大","B01M3RWQXX","13563","1","-1","4.1","705","2019-12-01","341"
"加拿大","B01F3DHEXX","112","63","39.99","4.1","705","2019-12-01","7"
"加拿大","B01M3102XX","12283","1","-1","4.1","705","2019-12-01","315"
"美国","B07PQ5XNXX","2799","7","79.99","4.4","46","2019-12-01","81"
"美国","B07PT5WLXX","33917","0","-1","4.4","46","2019-12-01","583"
"美国","B07PR959XX","1157","16","61.99","4.4","46","2019-12-01","36"
"美国","B07S2QGSXX","9964","3","58.99","3.9","62","2019-12-01","86"
"美国","B07RYKZBXX","2442","6","58.99","3.9","62","2019-12-01","40"
"美国","B07MDYLMXX","1285","12","58.99","3.9","62","2019-12-01","24"
"美国","B07JZKP5XX","73110","0","-1","4.0","12","2019-12-01","378"
"美国","B07HNTJ5XX","14180","1","49.99","4.6","164","2019-12-01","361"
"美国","B07HNXVZXX","15591","0","48.99","4.6","164","2019-12-01","184"
"美国","B07HNXPXXX","9340","2","47.99","4.6","164","2019-12-01","140"
"美国","B01N4876XX","20205","0","46.99","4.4","134","2019-12-01","483"
"美国","B01M29YGXX","4668","5","42.99","4.4","134","2019-12-01","142"
"美国","B01M29YGXX","5414","3","42.99","4.4","134","2019-12-02","147"
"美国","B077ZRP3XX","253","38","31.99","4.3","369","2019-12-02","9"
"美国","B07QBPSQXX","46177","4","24.99","4.9","23","2019-12-02","63"
"美国","B07QBPTNXX","30406","4","30.99","4.9","23","2019-12-02","44"
"美国","B07QLPG6XX","242728","0","45.99","4.5","25","2019-12-02","259"
"美国","B07QPR1PXX","120779","1","42.99","4.5","25","2019-12-02","150"
"美国","B07QLPG8XX","26397","4","34.99","4.5","25","2019-12-02","38"
"美国","B07S16PZXX","285225","0","-1","4.8","17","2019-12-02","876"
"美国","B07S291NXX","199268","0","8.99","4.8","17","2019-12-02","623"
"美国","B07S4HN2XX","182147","0","9.99","5.0","2","2019-12-02","-1"
"美国","B07QW51WXX","157050","0","10.99","4.2","12","2019-12-02","-1"
"美国","B07QZBDQXX","207243","0","11.99","4.2","12","2019-12-02","-1"
"美国","B07TB3QWXX","204835","0","15.99","4.3","3","2019-12-02","-1"
"美国","B07TB311XX","222021","0","15.99","4.3","3","2019-12-02","-1"
"美国","B07QV4QTXX","216169","0","8.99","3.8","22","2019-12-02","5432"
"美国","B07R1HZVXX","163220","0","8.99","3.8","22","2019-12-02","4186"
"美国","B07QV4S8XX","48092","0","8.99","3.8","22","2019-12-02","996"
"美国","B07QY6R8XX","149160","0","8.99","3.8","22","2019-12-02","3856"
"美国","B07R2KP9XX","234610","0","8.99","3.8","22","2019-12-02","5825"
"美国","B07QFR2XXX","7604","3","22.99","4.9","19","2019-12-02","60"
"日本","B07R8XZPXX","39829","-1","3080.0","4.5","8","2019-12-02","516"
"日本","B07R5RLPXX","23163","-1","2680.0","4.5","8","2019-12-02","295"
"日本","B07VNCB3XX","1444","-1","2480.0","4.5","8","2019-12-02","16"
"日本","B07VPBDCXX","-1","-1","6680.0","4.5","8","2019-12-02","-1"
"日本","B07RB45KXX","89278","-1","3080.0","4.5","8","2019-12-02","1275"
"日本","B07RB45XXX","83692","-1","3080.0","4.5","8","2019-12-02","1183"
"加拿大","B078NT86XX","427","44","36.99","4.1","37","2019-12-02","24"
"加拿大","B078NTCXXX","13421","1","-1","4.1","37","2019-12-02","338"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-02","-1"
"美国","B07FNMKFXX","95995","0","-1","4.1","4","2019-12-02","-1"
"美国","B07FNPP7XX","7561","0","38.99","4.2","14","2019-12-02","203"
"美国","B07FNP5XXX","7625","1","33.99","4.2","14","2019-12-02","205"
"美国","B07DJ3B1XX","49367","0","-1","4.7","85","2019-12-02","1002"
"美国","B07DJ32VXX","3268","7","45.99","4.3","369","2019-12-02","99"
"美国","B07TYV11XX","13303","1","46.99","4.7","85","2019-12-02","332"
"美国","B07TSH3BXX","6694","2","43.99","4.7","85","2019-12-02","179"
"美国","B07VMXD6XX","18439","1","29.99","4.3","369","2019-12-02","423"
"美国","B07PSGNTXX","3028","8","29.99","4.3","369","2019-12-02","92"
"美国","B07DJ4ZGXX","1546","14","35.99","4.3","369","2019-12-02","56"
"美国","B07DJ429XX","935","17","35.99","4.3","369","2019-12-02","31"
"美国","B07Y4ZTBXX","1150","11","35.99","4.3","369","2019-12-02","45"
"美国","B07DJ3WCXX","678","21","37.99","4.3","369","2019-12-02","24"
"美国","B078NVL7XX","383","28","32.99","4.3","369","2019-12-02","16"
"美国","B07KF8L7XX","509","21","32.99","4.3","369","2019-12-02","16"
"美国","B077ZRP3XX","253","38","31.99","4.3","369","2019-12-02","9"
"日本","B07X9LFKXX","2269","-1","4280.0","4.4","6","2019-12-02","24"
"日本","B07XCMZ1XX","5574","-1","3580.0","4.4","6","2019-12-02","61"
"日本","B07D8RK7XX","14403","-1","-1","3.9","32","2019-12-02","17"
"加拿大","B072XDH9XX","13334","1","-1","3.5","20","2019-12-02","36"
"加拿大","B072LW84XX","349","36","109.99","4.3","34","2019-12-02","2"
"加拿大","B072PRCLXX","12334","1","-1","2.5","20","2019-12-02","32"
"加拿大","B074M715XX","15125","1","-1","4.2","127","2019-12-02","377"
"加拿大","B074M766XX","234","24","45.99","4.2","127","2019-12-02","15"
"加拿大","B074M6KGXX","700","20","38.99","4.2","127","2019-12-02","36"
"加拿大","B072LW5WXX","14250","1","-1","3.9","16","2019-12-02","360"
"加拿大","B072J9CLXX","11727","1","-1","3.8","31","2019-12-02","313"
"加拿大","B072FPR1XX","13385","1","-1","4.1","16","2019-12-02","334"
"加拿大","B07175FDXX","15058","1","-1","4.0","6","2019-12-02","376"
"美国","B07PPGQZXX","43495","0","93.49","4.1","43","2019-12-02","700"
"美国","B07PN9S8XX","22815","1","84.99","4.1","43","2019-12-02","398"
"美国","B07PQLD9XX","7375","3","80.74","4.1","43","2019-12-02","163"
"美国","B07PRL2MXX","7418","1","67.99","4.1","43","2019-12-02","164"
"美国","B07TS5LSXX","4923","3","67.99","4.1","43","2019-12-02","128"
"美国","B071FH4HXX","2324","9","59.49","4.1","43","2019-12-02","69"
"美国","B07WMMMDXX","75022","0","-1","4.2","46","2019-12-02","397"
"美国","B07WNT69XX","44658","0","49.99","3.1","6","2019-12-02","707"
"美国","B07WJYSSXX","2415","7","67.99","4.2","46","2019-12-02","18"
"美国","B07WYXSMXX","18560","0","59.99","4.2","46","2019-12-02","341"
"日本","B07R7PRDXX","2862","-1","7899.0","3.7","4","2019-12-02","12"
"日本","B07R9XMRXX","3679","-1","7999.0","4.0","6","2019-12-02","21"
"日本","B07WCSYQXX","16367","-1","-1","1.0","3","2019-12-02","83"
"日本","B07R8TS8XX","16295","-1","6299.0","2.0","1","2019-12-02","72"
"加拿大","B071NTQRXX","10237","1","-1","3.7","119","2019-12-02","24"
"加拿大","B071L7RYXX","12524","1","-1","3.7","119","2019-12-02","33"
"加拿大","B0748DQ4XX","4028","4","-1","3.7","119","2019-12-02","7"
"加拿大","B07HSTK9XX","17360","0","-1","3.9","146","2019-12-02","429"
"加拿大","B071RZWGXX","19177","0","-1","3.9","146","2019-12-02","464"
"加拿大","B071S19TXX","17049","1","-1","3.9","146","2019-12-02","419"
"加拿大","B072BP12XX","671","28","45.99","3.9","146","2019-12-02","33"
"美国","B07JXYLXXX","4546","5","59.99","4.2","24","2019-12-02","116"
"美国","B07JD8ZHXX","81834","0","-1","3.8","22","2019-12-02","292"
"美国","B07HNJZDXX","71929","0","-1","3.9","63","2019-12-02","382"
"美国","B07JW2WSXX","76361","0","-1","3.9","63","2019-12-02","403"
"美国","B07J4S5DXX","12772","0","45.99","4.7","31","2019-12-02","323"
"美国","B07JXYSLXX","76568","0","-1","4.4","30","2019-12-02","1441"
"美国","B07PX249XX","84072","0","29.99","4.7","22","2019-12-02","288"
"美国","B07NRMHCXX","62391","0","15.99","4.7","22","2019-12-02","222"
"美国","B07Q2BHCXX","24080","1","8.99","4.7","22","2019-12-02","117"
"美国","B07NRMHVXX","6584","3","6.59","4.7","22","2019-12-02","38"
"美国","B07JPL8HXX","91903","0","-1","3.9","63","2019-12-02","-1"
"美国","B07JNVGFXX","82307","0","-1","3.9","63","2019-12-02","425"
"美国","B075M4S2XX","4868","2","38.99","4.4","140","2019-12-02","132"
"美国","B075M1F4XX","1261","12","28.99","4.4","140","2019-12-02","49"
"美国","B07G72ZBXX","73076","0","-1","3.6","22","2019-12-02","1387"
"美国","B06ZZRQKXX","4409","5","20.99","3.7","125","2019-12-02","119"
"美国","B06ZZRQLXX","6196","4","25.99","3.7","125","2019-12-02","164"
"日本","B01MXRYKXX","16670","-1","-1","4.1","47","2019-12-02","207"
"日本","B01M3V7XXX","245","-1","2399.0","4.1","47","2019-12-02","3"
"加拿大","B019R84IXX","242","31","95.99","3.3","33","2019-12-02","1"
"加拿大","B06XGYNVXX","10396","1","-1","4.1","710","2019-12-02","294"
"加拿大","B06VTR57XX","372","29","54.99","4.1","710","2019-12-02","21"
"加拿大","B01M8M3EXX","13408","1","-1","4.1","710","2019-12-02","336"
"加拿大","B01M3RWQXX","13725","1","-1","4.1","710","2019-12-02","347"
"加拿大","B01F3DHEXX","178","58","39.99","4.1","710","2019-12-02","10"
"加拿大","B01M3102XX","12754","1","-1","4.1","710","2019-12-02","325"
"美国","B07PQ5XNXX","4316","5","79.99","4.4","47","2019-12-02","113"
"美国","B07PT5WLXX","43314","0","-1","4.4","47","2019-12-02","697"
"美国","B07PR959XX","1702","12","64.99","4.4","46","2019-12-02","46"
"美国","B07S2QGSXX","8699","1","58.99","3.9","63","2019-12-02","82"
"美国","B07RYKZBXX","2728","6","58.99","3.9","63","2019-12-02","45"
"美国","B07MDYLMXX","1705","11","58.99","3.9","63","2019-12-02","27"
"美国","B07JZKP5XX","73536","0","-1","4.0","12","2019-12-02","391"
"美国","B07HNTJ5XX","22796","1","49.99","4.6","164","2019-12-02","498"
"美国","B07HNXVZXX","25102","1","48.99","4.6","164","2019-12-02","244"
"美国","B07HNXPXXX","7426","1","47.99","4.6","164","2019-12-02","121"
"美国","B01N4876XX","13381","0","46.99","4.4","134","2019-12-02","333"
"美国","B01M29YGXX","5414","3","42.99","4.4","134","2019-12-02","147"
"美国","B076KFB4XX","161","44","49.99","4.7","929","2019-12-03","7"
"美国","B072JT9WXX","55","54","59.99","4.7","825","2019-12-03","4"
"美国","B073Q6KLXX","17","79","59.99","4.7","844","2019-12-03","1"
"美国","B01M1L6OXX","78","80","59.99","4.6","1586","2019-12-03","5"
"美国","B01MTZ4JXX","54","116","39.99","4.2","1071","2019-12-03","3"
"美国","B01F543PXX","40","132","59.99","4.5","2520","2019-12-03","2"
"美国","B01M29YGXX","3027","3","42.99","4.4","134","2019-12-03","95"
"美国","B077ZRP3XX","353","34","31.99","4.3","373","2019-12-03","16"
"美国","B07QBPSQXX","31705","2","24.99","4.9","23","2019-12-03","46"
"美国","B07QBPTNXX","32272","4","30.99","4.9","23","2019-12-03","49"
"美国","B07QLPG6XX","249939","0","45.99","4.5","25","2019-12-03","267"
"美国","B07QPR1PXX","225455","1","42.99","4.5","25","2019-12-03","253"
"美国","B07QLPG8XX","23721","4","34.99","4.5","25","2019-12-03","38"
"美国","B07S16PZXX","288063","0","-1","4.8","17","2019-12-03","883"
"美国","B07S291NXX","214705","0","8.99","4.8","17","2019-12-03","671"
"美国","B07S4HN2XX","200584","0","9.99","5.0","2","2019-12-03","-1"
"美国","B07QW51WXX","171268","0","10.99","4.2","12","2019-12-03","-1"
"美国","B07QZBDQXX","90482","0","11.99","4.2","12","2019-12-03","-1"
"美国","B07TB3QWXX","218348","0","15.99","4.3","3","2019-12-03","-1"
"美国","B07TB311XX","55884","0","15.99","4.3","3","2019-12-03","-1"
"美国","B07QV4QTXX","225590","0","8.99","3.8","22","2019-12-03","5620"
"美国","B07R1HZVXX","75823","0","8.99","3.8","22","2019-12-03","1753"
"美国","B07QV4S8XX","46966","0","8.99","3.8","22","2019-12-03","922"
"美国","B07QY6R8XX","167380","0","8.99","3.8","22","2019-12-03","4296"
"美国","B07R2KP9XX","242259","0","8.99","3.8","22","2019-12-03","5984"
"美国","B07QFR2XXX","4958","2","22.99","4.9","19","2019-12-03","40"
"日本","B07R8XZPXX","40996","-1","3080.0","4.5","8","2019-12-03","532"
"日本","B07R5RLPXX","23994","-1","2680.0","4.5","8","2019-12-03","300"
"日本","B07VNCB3XX","1839","-1","2480.0","4.5","8","2019-12-03","19"
"日本","B07VPBDCXX","-1","-1","6680.0","4.5","8","2019-12-03","-1"
"日本","B07RB45KXX","89543","-1","3080.0","4.5","8","2019-12-03","1276"
"日本","B07RB45XXX","85129","-1","3080.0","4.5","8","2019-12-03","1206"
"加拿大","B078NT86XX","315","24","36.99","4.1","37","2019-12-03","19"
"加拿大","B078NTCXXX","14127","1","-1","4.1","37","2019-12-03","358"
"美国","B07HDYXTXX","-1","-1","-1",,"-1","2019-12-03","-1"
"美国","B07FNMKFXX","97564","0","-1","4.1","4","2019-12-03","-1"
"美国","B07FNPP7XX","12408","2","38.99","4.2","14","2019-12-03","341"
"美国","B07FNP5XXX","6527","2","33.99","4.2","14","2019-12-03","186"
"美国","B07DJ3B1XX","52232","0","-1","4.7","85","2019-12-03","1058"
"美国","B07DJ32VXX","1691","5","45.99","4.3","373","2019-12-03","58"
"美国","B07TYV11XX","10802","1","46.99","4.7","85","2019-12-03","290"
"美国","B07TSH3BXX","3244","2","43.99","4.7","85","2019-12-03","105"
"美国","B07VMXD6XX","18892","0","29.99","4.3","373","2019-12-03","467"
"美国","B07PSGNTXX","2603","5","29.99","4.3","373","2019-12-03","82"
"美国","B07DJ4ZGXX","1225","9","35.99","4.3","373","2019-12-03","48"
"美国","B07DJ429XX","773","14","35.99","4.3","373","2019-12-03","33"
"美国","B07Y4ZTBXX","1492","12","35.99","4.3","373","2019-12-03","54"
"美国","B07DJ3WCXX","777","17","37.99","4.3","373","2019-12-03","35"
"美国","B078NVL7XX","680","26","32.99","4.3","373","2019-12-03","31"
"美国","B07KF8L7XX","481","21","32.99","4.3","373","2019-12-03","18"
"美国","B077ZRP3XX","353","34","31.99","4.3","373","2019-12-03","16"
"日本","B07X9LFKXX","7954","-1","4280.0","4.4","6","2019-12-03","98"
"日本","B07XCMZ1XX","1586","-1","3580.0","4.4","6","2019-12-03","16"
"日本","B07D8RK7XX","14570","-1","-1","3.9","32","2019-12-03","19"
"加拿大","B072XDH9XX","14116","1","-1","3.5","20","2019-12-03","40"
"加拿大","B072LW84XX","487","28","109.99","4.3","34","2019-12-03","2"
"加拿大","B072PRCLXX","12942","1","-1","2.5","20","2019-12-03","36"
"加拿大","B074M715XX","15677","1","-1","4.2","127","2019-12-03","393"
"加拿大","B074M766XX","724","36","45.99","4.2","127","2019-12-03","41"
"加拿大","B074M6KGXX","200","17","38.99","4.2","127","2019-12-03","13"
"加拿大","B072LW5WXX","14855","1","-1","3.9","16","2019-12-03","372"
"加拿大","B072J9CLXX","12299","1","-1","3.8","31","2019-12-03","324"
"加拿大","B072FPR1XX","14055","1","-1","4.1","16","2019-12-03","355"
"加拿大","B07175FDXX","15609","1","-1","4.0","6","2019-12-03","390"
"美国","B07PPGQZXX","20816","0","93.49","4.1","43","2019-12-03","369"
"美国","B07PN9S8XX","37609","0","84.99","4.1","43","2019-12-03","611"
"美国","B07PQLD9XX","6693","2","80.74","4.1","43","2019-12-03","168"
"美国","B07PRL2MXX","9012","2","67.99","4.1","43","2019-12-03","207"
"美国","B07TS5LSXX","9520","3","67.99","4.1","43","2019-12-03","214"
"美国","B071FH4HXX","3163","6","59.49","4.1","43","2019-12-03","97"
"美国","B07WMMMDXX","78861","0","-1","4.1","46","2019-12-03","420"
"美国","B07WNT69XX","55160","0","49.99","3.1","6","2019-12-03","868"
"美国","B07WJYSSXX","1751","6","67.99","4.1","46","2019-12-03","15"
"美国","B07WYXSMXX","32971","0","-1","4.1","46","2019-12-03","546"
"日本","B07R7PRDXX","7559","-1","7899.0","3.7","4","2019-12-03","33"
"日本","B07R9XMRXX","1488","-1","7999.0","4.0","6","2019-12-03","5"
"日本","B07WCSYQXX","17613","-1","-1","1.0","3","2019-12-03","90"
"日本","B07R8TS8XX","17683","-1","6299.0","2.0","1","2019-12-03","94"
"加拿大","B071NTQRXX","10275","1","-1","3.7","119","2019-12-03","28"
"加拿大","B071L7RYXX","13116","1","-1","3.7","119","2019-12-03","37"
"加拿大","B0748DQ4XX","5543","4","-1","3.7","119","2019-12-03","19"
"加拿大","B07HSTK9XX","17841","0","-1","3.9","146","2019-12-03","432"
"加拿大","B071RZWGXX","19770","0","-1","3.9","146","2019-12-03","473"
"加拿大","B071S19TXX","17669","0","-1","3.9","146","2019-12-03","428"
"加拿大","B072BP12XX","1458","17","45.99","3.9","146","2019-12-03","65"
"美国","B07JXYLXXX","1701","3","59.99","4.2","24","2019-12-03","56"
"美国","B07JD8ZHXX","84188","0","-1","3.8","22","2019-12-03","296"
"美国","B07HNJZDXX","80722","0","-1","3.9","63","2019-12-03","433"
"美国","B07JW2WSXX","79181","0","-1","3.9","63","2019-12-03","423"
"美国","B07J4S5DXX","29587","1","-1","4.7","31","2019-12-03","674"
"美国","B07JXYSLXX","79298","0","-1","4.4","30","2019-12-03","1513"
"美国","B07PX249XX","87664","0","29.99","4.7","22","2019-12-03","299"
"美国","B07NRMHCXX","68477","0","15.99","4.7","22","2019-12-03","240"
"美国","B07Q2BHCXX","39428","0","8.99","4.7","22","2019-12-03","159"
"美国","B07NRMHVXX","5800","2","6.59","4.7","22","2019-12-03","39"
"美国","B07JPL8HXX","93957","0","-1","3.9","63","2019-12-03","-1"
"美国","B07JNVGFXX","85192","0","-1","3.9","63","2019-12-03","446"
"美国","B075M4S2XX","6524","3","38.99","4.4","141","2019-12-03","194"
"美国","B075M1F4XX","1963","11","35.99","4.4","141","2019-12-03","68"
"美国","B07G72ZBXX","75836","0","-1","3.6","22","2019-12-03","1457"
"美国","B06ZZRQKXX","2549","3","20.99","3.7","125","2019-12-03","83"
"美国","B06ZZRQLXX","5394","2","25.99","3.7","125","2019-12-03","171"
"日本","B01MXRYKXX","16787","-1","-1","4.1","47","2019-12-03","200"
"日本","B01M3V7XXX","172","-1","1869.0","4.1","47","2019-12-03","3"
"加拿大","B019R84IXX","471","36","95.99","3.3","33","2019-12-03","1"
"加拿大","B06XGYNVXX","10792","1","-1","4.1","711","2019-12-03","284"
"加拿大","B06VTR57XX","544","27","54.99","4.1","711","2019-12-03","34"
"加拿大","B01M8M3EXX","14075","1","-1","4.1","711","2019-12-03","357"
"加拿大","B01M3RWQXX","14385","1","-1","4.1","711","2019-12-03","363"
"加拿大","B01F3DHEXX","113","43","39.99","4.1","711","2019-12-03","6"
"加拿大","B01M3102XX","13522","1","-1","4.1","711","2019-12-03","346"
"美国","B07PQ5XNXX","2233","3","79.99","4.4","47","2019-12-03","79"
"美国","B07PT5WLXX","53994","0","-1","4.4","47","2019-12-03","843"
"美国","B07PR959XX","1729","8","64.99","4.4","47","2019-12-03","57"
"美国","B07S2QGSXX","14685","2","58.99","3.9","63","2019-12-03","107"
"美国","B07RYKZBXX","2160","5","58.99","3.9","63","2019-12-03","42"
"美国","B07MDYLMXX","1483","8","58.99","3.9","63","2019-12-03","28"
"美国","B07JZKP5XX","76082","0","-1","4.0","12","2019-12-03","412"
"美国","B07HNTJ5XX","20491","0","49.99","4.6","164","2019-12-03","503"
"美国","B07HNXVZXX","7522","0","48.99","4.6","164","2019-12-03","142"
"美国","B07HNXPXXX","7093","2","47.99","4.6","164","2019-12-03","132"
"美国","B01N4876XX","29229","1","46.99","4.4","134","2019-12-03","665"
"美国","B01M29YGXX","3027","3","42.99","4.4","134","2019-12-03","95"
